driver_id,vehicle_type,driver_partner_type
30442,Motorcycle,Partner Fleet
30449,Motorcycle,Partner Fleet
30458,Motorcycle,Independent Driver
30486,Bicycle,Independent Driver
30505,Motorcycle,Independent Driver
30533,Motorcycle,Independent Driver
30550,Motorcycle,Partner Fleet
30554,Bicycle,Independent Driver
30556,Bicycle,Independent Driver
30561,Motorcycle,Independent Driver
30574,Bicycle,Independent Driver
30579,Motorcycle,Partner Fleet
30589,Motorcycle,Independent Driver
30594,Motorcycle,Independent Driver
30632,Motorcycle,Independent Driver
30642,Bicycle,Independent Driver
30687,Motorcycle,Independent Driver
30714,Bicycle,Independent Driver
30727,Bicycle,Independent Driver
30752,Bicycle,Independent Driver
30759,Motorcycle,Independent Driver
30762,Motorcycle,Independent Driver
30768,Motorcycle,Partner Fleet
30780,Bicycle,Independent Driver
30786,Motorcycle,Independent Driver
30801,Motorcycle,Independent Driver
30802,Motorcycle,Independent Driver
30813,Motorcycle,Independent Driver
30817,Motorcycle,Independent Driver
30823,Bicycle,Independent Driver
30828,Bicycle,Independent Driver
30844,Motorcycle,Independent Driver
30846,Bicycle,Independent Driver
30854,Motorcycle,Independent Driver
30876,Bicycle,Independent Driver
30879,Motorcycle,Partner Fleet
30916,Motorcycle,Independent Driver
30933,Motorcycle,Independent Driver
30934,Bicycle,Independent Driver
30937,Bicycle,Independent Driver
30938,Bicycle,Independent Driver
30943,Bicycle,Independent Driver
30950,Motorcycle,Independent Driver
30952,Bicycle,Independent Driver
30970,Motorcycle,Independent Driver
30976,Bicycle,Independent Driver
30983,Motorcycle,Independent Driver
31023,Motorcycle,Independent Driver
31028,Bicycle,Independent Driver
31030,Motorcycle,Independent Driver
31045,Bicycle,Independent Driver
31046,Motorcycle,Independent Driver
31048,Motorcycle,Independent Driver
31050,Bicycle,Independent Driver
31054,Bicycle,Independent Driver
31055,Bicycle,Independent Driver
31061,Motorcycle,Independent Driver
31067,Bicycle,Independent Driver
31075,Bicycle,Independent Driver
31083,Motorcycle,Independent Driver
31084,Motorcycle,Independent Driver
31087,Bicycle,Independent Driver
31090,Bicycle,Independent Driver
31092,Bicycle,Independent Driver
31115,Motorcycle,Partner Fleet
31118,Motorcycle,Partner Fleet
31126,Motorcycle,Partner Fleet
31132,Motorcycle,Partner Fleet
31133,Motorcycle,Independent Driver
31141,Motorcycle,Independent Driver
31184,Motorcycle,Partner Fleet
31190,Motorcycle,Partner Fleet
31254,Bicycle,Independent Driver
31267,Motorcycle,Independent Driver
31276,Motorcycle,Independent Driver
31278,Bicycle,Independent Driver
31285,Motorcycle,Independent Driver
31288,Bicycle,Independent Driver
31323,Bicycle,Independent Driver
31324,Bicycle,Independent Driver
31325,Motorcycle,Independent Driver
31342,Motorcycle,Partner Fleet
31353,Motorcycle,Independent Driver
31395,Bicycle,Independent Driver
31415,Motorcycle,Independent Driver
31434,Motorcycle,Partner Fleet
31460,Bicycle,Independent Driver
31482,Motorcycle,Partner Fleet
31491,Motorcycle,Independent Driver
31495,Motorcycle,Partner Fleet
31497,Motorcycle,Independent Driver
31523,Bicycle,Independent Driver
31525,Motorcycle,Independent Driver
31531,Bicycle,Independent Driver
31591,Bicycle,Independent Driver
31639,Motorcycle,Partner Fleet
31642,Motorcycle,Partner Fleet
31644,Motorcycle,Independent Driver
31646,Bicycle,Independent Driver
31667,Motorcycle,Independent Driver
31740,Bicycle,Independent Driver
31741,Motorcycle,Independent Driver
31752,Bicycle,Independent Driver
31763,Bicycle,Independent Driver
31769,Bicycle,Independent Driver
31780,Motorcycle,Partner Fleet
31781,Motorcycle,Independent Driver
31783,Bicycle,Independent Driver
31796,Bicycle,Independent Driver
31814,Bicycle,Independent Driver
31832,Bicycle,Independent Driver
31891,Motorcycle,Independent Driver
31948,Motorcycle,Independent Driver
31950,Motorcycle,Partner Fleet
31972,Motorcycle,Independent Driver
31984,Motorcycle,Independent Driver
31999,Motorcycle,Independent Driver
32046,Motorcycle,Partner Fleet
32058,Bicycle,Independent Driver
32061,Bicycle,Independent Driver
32069,Bicycle,Independent Driver
32087,Motorcycle,Independent Driver
32093,Motorcycle,Independent Driver
32109,Motorcycle,Partner Fleet
32116,Motorcycle,Independent Driver
32118,Bicycle,Independent Driver
32121,Bicycle,Independent Driver
32128,Bicycle,Independent Driver
32129,Motorcycle,Independent Driver
32130,Motorcycle,Partner Fleet
32140,Bicycle,Independent Driver
32149,Motorcycle,Partner Fleet
32155,Motorcycle,Independent Driver
32180,Motorcycle,Independent Driver
32181,Motorcycle,Partner Fleet
32188,Motorcycle,Partner Fleet
32195,Bicycle,Independent Driver
32196,Bicycle,Independent Driver
32204,Motorcycle,Independent Driver
32241,Motorcycle,Partner Fleet
32251,Motorcycle,Partner Fleet
32257,Motorcycle,Independent Driver
32263,Motorcycle,Partner Fleet
32267,Bicycle,Independent Driver
32283,Bicycle,Independent Driver
32291,Motorcycle,Independent Driver
32304,Motorcycle,Partner Fleet
32308,Motorcycle,Independent Driver
32324,Motorcycle,Independent Driver
32331,Motorcycle,Independent Driver
32332,Bicycle,Independent Driver
32340,Motorcycle,Independent Driver
32343,Motorcycle,Independent Driver
32359,Bicycle,Independent Driver
32364,Motorcycle,Independent Driver
32370,Bicycle,Independent Driver
32384,Bicycle,Independent Driver
32387,Bicycle,Independent Driver
32401,Motorcycle,Partner Fleet
32407,Bicycle,Independent Driver
32433,Motorcycle,Partner Fleet
32445,Motorcycle,Partner Fleet
32452,Bicycle,Independent Driver
32497,Motorcycle,Independent Driver
32501,Motorcycle,Partner Fleet
32531,Motorcycle,Partner Fleet
32535,Motorcycle,Independent Driver
32539,Motorcycle,Independent Driver
32545,Bicycle,Independent Driver
32555,Motorcycle,Independent Driver
32587,Bicycle,Independent Driver
32611,Motorcycle,Independent Driver
32623,Bicycle,Independent Driver
32639,Motorcycle,Partner Fleet
32666,Motorcycle,Partner Fleet
32672,Motorcycle,Independent Driver
32700,Bicycle,Independent Driver
32710,Bicycle,Independent Driver
32716,Motorcycle,Independent Driver
32721,Bicycle,Independent Driver
32740,Motorcycle,Independent Driver
32759,Bicycle,Independent Driver
32765,Motorcycle,Independent Driver
32777,Bicycle,Independent Driver
32809,Motorcycle,Partner Fleet
32817,Bicycle,Independent Driver
32820,Motorcycle,Partner Fleet
32826,Motorcycle,Independent Driver
32834,Motorcycle,Independent Driver
32836,Motorcycle,Partner Fleet
32838,Bicycle,Independent Driver
32840,Motorcycle,Partner Fleet
32843,Bicycle,Partner Fleet
32863,Motorcycle,Partner Fleet
32874,Motorcycle,Independent Driver
32887,Bicycle,Independent Driver
32894,Motorcycle,Independent Driver
32895,Bicycle,Independent Driver
32902,Bicycle,Independent Driver
32938,Bicycle,Independent Driver
32950,Motorcycle,Independent Driver
32997,Motorcycle,Partner Fleet
33028,Motorcycle,Independent Driver
33030,Motorcycle,Independent Driver
33041,Motorcycle,Partner Fleet
33044,Motorcycle,Partner Fleet
33045,Motorcycle,Partner Fleet
33048,Motorcycle,Independent Driver
33055,Motorcycle,Independent Driver
33058,Bicycle,Independent Driver
33081,Motorcycle,Partner Fleet
33088,Motorcycle,Independent Driver
33111,Motorcycle,Independent Driver
33124,Motorcycle,Independent Driver
33141,Motorcycle,Independent Driver
33164,Motorcycle,Partner Fleet
33179,Bicycle,Independent Driver
33202,Motorcycle,Partner Fleet
33217,Motorcycle,Independent Driver
33229,Bicycle,Independent Driver
33237,Bicycle,Independent Driver
33241,Motorcycle,Partner Fleet
33280,Bicycle,Independent Driver
33316,Motorcycle,Partner Fleet
33318,Motorcycle,Independent Driver
33334,Motorcycle,Independent Driver
33341,Motorcycle,Independent Driver
33349,Motorcycle,Independent Driver
33352,Motorcycle,Independent Driver
33390,Bicycle,Independent Driver
33410,Motorcycle,Independent Driver
33435,Bicycle,Independent Driver
33446,Motorcycle,Independent Driver
33471,Motorcycle,Independent Driver
33472,Motorcycle,Independent Driver
33473,Motorcycle,Independent Driver
33491,Motorcycle,Independent Driver
33495,Motorcycle,Independent Driver
33511,Bicycle,Independent Driver
33556,Motorcycle,Partner Fleet
33559,Bicycle,Independent Driver
33568,Motorcycle,Independent Driver
33582,Motorcycle,Independent Driver
33587,Motorcycle,Independent Driver
33616,Motorcycle,Independent Driver
33619,Bicycle,Independent Driver
33620,Motorcycle,Independent Driver
33658,Bicycle,Independent Driver
33698,Motorcycle,Independent Driver
33715,Motorcycle,Partner Fleet
33737,Motorcycle,Independent Driver
33765,Motorcycle,Independent Driver
33769,Bicycle,Independent Driver
33779,Motorcycle,Independent Driver
33785,Motorcycle,Independent Driver
33813,Motorcycle,Independent Driver
33825,Bicycle,Independent Driver
33830,Motorcycle,Partner Fleet
33837,Motorcycle,Independent Driver
33843,Motorcycle,Independent Driver
33850,Motorcycle,Partner Fleet
33852,Bicycle,Independent Driver
33868,Motorcycle,Independent Driver
33869,Motorcycle,Independent Driver
33890,Bicycle,Independent Driver
33892,Motorcycle,Independent Driver
33897,Motorcycle,Independent Driver
33901,Motorcycle,Independent Driver
33924,Motorcycle,Partner Fleet
33943,Motorcycle,Independent Driver
33975,Bicycle,Independent Driver
33980,Motorcycle,Independent Driver
34016,Motorcycle,Independent Driver
34019,Motorcycle,Partner Fleet
34020,Bicycle,Independent Driver
34029,Motorcycle,Partner Fleet
34042,Motorcycle,Independent Driver
34049,Motorcycle,Partner Fleet
34051,Motorcycle,Partner Fleet
34061,Bicycle,Independent Driver
34079,Bicycle,Independent Driver
34085,Bicycle,Independent Driver
34103,Bicycle,Independent Driver
34113,Motorcycle,Independent Driver
34117,Bicycle,Independent Driver
34122,Motorcycle,Independent Driver
34150,Motorcycle,Independent Driver
34152,Bicycle,Independent Driver
34173,Motorcycle,Partner Fleet
34207,Motorcycle,Partner Fleet
34209,Motorcycle,Partner Fleet
34241,Motorcycle,Partner Fleet
34258,Bicycle,Independent Driver
34260,Motorcycle,Independent Driver
34268,Motorcycle,Independent Driver
34279,Motorcycle,Independent Driver
34285,Motorcycle,Independent Driver
34307,Bicycle,Independent Driver
34313,Bicycle,Independent Driver
34320,Motorcycle,Independent Driver
34357,Motorcycle,Independent Driver
34358,Motorcycle,Independent Driver
34359,Motorcycle,Independent Driver
34363,Motorcycle,Independent Driver
34365,Bicycle,Independent Driver
34368,Bicycle,Independent Driver
34384,Bicycle,Independent Driver
34390,Motorcycle,Partner Fleet
34393,Motorcycle,Independent Driver
34417,Bicycle,Independent Driver
34449,Bicycle,Independent Driver
34509,Bicycle,Independent Driver
34517,Bicycle,Independent Driver
34520,Motorcycle,Independent Driver
34531,Motorcycle,Independent Driver
34537,Bicycle,Independent Driver
34542,Bicycle,Independent Driver
34551,Motorcycle,Independent Driver
34554,Motorcycle,Partner Fleet
34577,Bicycle,Independent Driver
34591,Motorcycle,Independent Driver
34623,Bicycle,Independent Driver
34627,Motorcycle,Independent Driver
34652,Motorcycle,Independent Driver
34697,Bicycle,Independent Driver
34719,Motorcycle,Independent Driver
34729,Bicycle,Independent Driver
34741,Motorcycle,Partner Fleet
34747,Motorcycle,Independent Driver
34752,Bicycle,Independent Driver
34760,Motorcycle,Independent Driver
34787,Motorcycle,Partner Fleet
34798,Motorcycle,Independent Driver
34811,Motorcycle,Partner Fleet
34815,Bicycle,Independent Driver
34844,Motorcycle,Independent Driver
34846,Motorcycle,Independent Driver
34848,Bicycle,Independent Driver
34867,Motorcycle,Independent Driver
34877,Motorcycle,Independent Driver
34930,Motorcycle,Independent Driver
34963,Motorcycle,Independent Driver
34964,Motorcycle,Independent Driver
34973,Bicycle,Independent Driver
34982,Bicycle,Independent Driver
34984,Motorcycle,Independent Driver
35001,Motorcycle,Independent Driver
35048,Motorcycle,Partner Fleet
35083,Bicycle,Independent Driver
35087,Bicycle,Independent Driver
35093,Bicycle,Independent Driver
35095,Motorcycle,Independent Driver
35099,Bicycle,Independent Driver
35121,Bicycle,Independent Driver
35143,Bicycle,Independent Driver
35144,Motorcycle,Independent Driver
35154,Motorcycle,Partner Fleet
35162,Motorcycle,Independent Driver
35165,Bicycle,Independent Driver
35169,Motorcycle,Independent Driver
35174,Motorcycle,Partner Fleet
35206,Motorcycle,Independent Driver
35217,Bicycle,Independent Driver
35221,Bicycle,Independent Driver
35238,Bicycle,Independent Driver
35254,Motorcycle,Partner Fleet
35255,Motorcycle,Independent Driver
35263,Motorcycle,Independent Driver
35277,Bicycle,Independent Driver
35279,Bicycle,Independent Driver
35288,Motorcycle,Independent Driver
35297,Bicycle,Independent Driver
35304,Bicycle,Independent Driver
35315,Motorcycle,Partner Fleet
35317,Motorcycle,Independent Driver
35332,Bicycle,Independent Driver
35336,Motorcycle,Independent Driver
35339,Bicycle,Independent Driver
35345,Motorcycle,Partner Fleet
35353,Bicycle,Independent Driver
35359,Motorcycle,Partner Fleet
35368,Motorcycle,Partner Fleet
35417,Bicycle,Independent Driver
35418,Motorcycle,Independent Driver
35425,Bicycle,Independent Driver
35428,Motorcycle,Partner Fleet
35445,Motorcycle,Independent Driver
35484,Motorcycle,Independent Driver
35504,Motorcycle,Partner Fleet
35509,Bicycle,Independent Driver
35512,Bicycle,Independent Driver
35520,Motorcycle,Partner Fleet
35530,Bicycle,Independent Driver
35542,Motorcycle,Independent Driver
35543,Motorcycle,Partner Fleet
35545,Motorcycle,Partner Fleet
35549,Motorcycle,Independent Driver
35571,Bicycle,Independent Driver
35584,Motorcycle,Independent Driver
35618,Motorcycle,Independent Driver
35628,Motorcycle,Independent Driver
35632,Bicycle,Independent Driver
35647,Bicycle,Independent Driver
35648,Motorcycle,Independent Driver
35659,Bicycle,Independent Driver
35669,Bicycle,Independent Driver
35685,Motorcycle,Independent Driver
35748,Motorcycle,Independent Driver
35755,Motorcycle,Independent Driver
35760,Bicycle,Independent Driver
35772,Motorcycle,Independent Driver
35777,Motorcycle,Independent Driver
35779,Motorcycle,Independent Driver
35781,Motorcycle,Partner Fleet
35789,Motorcycle,Independent Driver
35801,Bicycle,Independent Driver
35808,Bicycle,Independent Driver
35824,Motorcycle,Independent Driver
35832,Motorcycle,Partner Fleet
35836,Bicycle,Independent Driver
35839,Motorcycle,Independent Driver
35845,Motorcycle,Independent Driver
35879,Motorcycle,Partner Fleet
35880,Bicycle,Independent Driver
35909,Motorcycle,Independent Driver
35920,Motorcycle,Independent Driver
35939,Bicycle,Independent Driver
35957,Bicycle,Independent Driver
35981,Motorcycle,Independent Driver
35991,Bicycle,Independent Driver
36002,Motorcycle,Independent Driver
36006,Motorcycle,Independent Driver
36031,Motorcycle,Partner Fleet
36051,Bicycle,Independent Driver
36055,Motorcycle,Partner Fleet
36058,Motorcycle,Partner Fleet
36077,Bicycle,Independent Driver
36083,Motorcycle,Independent Driver
36084,Bicycle,Independent Driver
36096,Motorcycle,Partner Fleet
36132,Bicycle,Independent Driver
36147,Motorcycle,Independent Driver
36158,Bicycle,Independent Driver
36233,Motorcycle,Independent Driver
36242,Bicycle,Independent Driver
36257,Motorcycle,Independent Driver
36264,Motorcycle,Independent Driver
36265,Motorcycle,Partner Fleet
36269,Bicycle,Independent Driver
36275,Motorcycle,Independent Driver
36299,Motorcycle,Independent Driver
36309,Motorcycle,Independent Driver
36312,Bicycle,Independent Driver
36316,Motorcycle,Independent Driver
36318,Bicycle,Independent Driver
36323,Motorcycle,Independent Driver
36351,Motorcycle,Partner Fleet
36380,Motorcycle,Partner Fleet
36401,Motorcycle,Partner Fleet
36414,Bicycle,Independent Driver
36420,Bicycle,Independent Driver
36444,Bicycle,Independent Driver
36454,Motorcycle,Independent Driver
36456,Motorcycle,Independent Driver
36468,Motorcycle,Independent Driver
36484,Motorcycle,Partner Fleet
36492,Bicycle,Independent Driver
36497,Bicycle,Independent Driver
36504,Motorcycle,Partner Fleet
36505,Motorcycle,Partner Fleet
36510,Bicycle,Independent Driver
36543,Motorcycle,Independent Driver
36559,Motorcycle,Independent Driver
36560,Motorcycle,Independent Driver
36568,Motorcycle,Partner Fleet
36577,Bicycle,Independent Driver
36582,Motorcycle,Independent Driver
36592,Bicycle,Independent Driver
36624,Motorcycle,Partner Fleet
36634,Bicycle,Independent Driver
36637,Bicycle,Independent Driver
36656,Bicycle,Independent Driver
36672,Bicycle,Independent Driver
36696,Motorcycle,Independent Driver
36700,Motorcycle,Independent Driver
36718,Motorcycle,Independent Driver
36728,Bicycle,Independent Driver
36763,Motorcycle,Partner Fleet
36771,Motorcycle,Independent Driver
36776,Bicycle,Independent Driver
36787,Motorcycle,Independent Driver
36788,Motorcycle,Independent Driver
36798,Bicycle,Independent Driver
36811,Motorcycle,Independent Driver
36814,Motorcycle,Independent Driver
36853,Motorcycle,Partner Fleet
36892,Bicycle,Independent Driver
36898,Motorcycle,Partner Fleet
36932,Bicycle,Independent Driver
36940,Bicycle,Independent Driver
36959,Motorcycle,Independent Driver
36969,Motorcycle,Independent Driver
36974,Motorcycle,Partner Fleet
36980,Bicycle,Independent Driver
36993,Bicycle,Independent Driver
37027,Motorcycle,Partner Fleet
37050,Motorcycle,Independent Driver
37084,Bicycle,Independent Driver
37088,Motorcycle,Partner Fleet
37102,Bicycle,Independent Driver
37103,Motorcycle,Independent Driver
37106,Motorcycle,Independent Driver
37123,Bicycle,Independent Driver
37138,Bicycle,Independent Driver
37139,Motorcycle,Partner Fleet
37155,Motorcycle,Partner Fleet
37168,Motorcycle,Independent Driver
37177,Motorcycle,Independent Driver
37182,Motorcycle,Independent Driver
37184,Motorcycle,Independent Driver
37185,Motorcycle,Independent Driver
37193,Bicycle,Independent Driver
37225,Bicycle,Independent Driver
37232,Motorcycle,Partner Fleet
37236,Motorcycle,Partner Fleet
37242,Bicycle,Independent Driver
37247,Motorcycle,Partner Fleet
37252,Bicycle,Independent Driver
37268,Motorcycle,Partner Fleet
37277,Motorcycle,Independent Driver
37285,Motorcycle,Independent Driver
37289,Bicycle,Independent Driver
37311,Motorcycle,Independent Driver
37329,Bicycle,Independent Driver
37330,Motorcycle,Independent Driver
37336,Motorcycle,Independent Driver
37363,Motorcycle,Independent Driver
37366,Motorcycle,Independent Driver
37382,Bicycle,Independent Driver
37383,Bicycle,Independent Driver
37394,Motorcycle,Independent Driver
37400,Bicycle,Independent Driver
37407,Bicycle,Independent Driver
37432,Bicycle,Independent Driver
37435,Bicycle,Independent Driver
37461,Bicycle,Independent Driver
37465,Bicycle,Independent Driver
37474,Motorcycle,Independent Driver
37479,Bicycle,Independent Driver
37480,Motorcycle,Independent Driver
37502,Bicycle,Independent Driver
37556,Motorcycle,Independent Driver
37561,Motorcycle,Independent Driver
37606,Bicycle,Independent Driver
37630,Bicycle,Independent Driver
37631,Motorcycle,Independent Driver
37635,Motorcycle,Independent Driver
37646,Bicycle,Independent Driver
37716,Bicycle,Independent Driver
37745,Motorcycle,Independent Driver
37754,Motorcycle,Partner Fleet
37791,Motorcycle,Independent Driver
37807,Bicycle,Independent Driver
37832,Motorcycle,Partner Fleet
37920,Motorcycle,Partner Fleet
37938,Bicycle,Independent Driver
37954,Motorcycle,Partner Fleet
37982,Motorcycle,Partner Fleet
37989,Motorcycle,Partner Fleet
38011,Bicycle,Independent Driver
38064,Motorcycle,Independent Driver
38073,Bicycle,Independent Driver
38129,Motorcycle,Partner Fleet
38131,Bicycle,Independent Driver
38167,Motorcycle,Independent Driver
38194,Bicycle,Independent Driver
38242,Motorcycle,Independent Driver
38293,Motorcycle,Independent Driver
38301,Motorcycle,Independent Driver
38304,Motorcycle,Independent Driver
38307,Motorcycle,Independent Driver
38318,Motorcycle,Independent Driver
38329,Motorcycle,Independent Driver
38336,Motorcycle,Independent Driver
38337,Bicycle,Independent Driver
38339,Motorcycle,Independent Driver
38342,Motorcycle,Independent Driver
38368,Bicycle,Independent Driver
38374,Motorcycle,Independent Driver
38386,Bicycle,Independent Driver
38387,Bicycle,Independent Driver
38390,Motorcycle,Independent Driver
38395,Bicycle,Independent Driver
38398,Bicycle,Independent Driver
38405,Motorcycle,Independent Driver
38412,Motorcycle,Independent Driver
38415,Motorcycle,Partner Fleet
38418,Motorcycle,Independent Driver
38424,Motorcycle,Partner Fleet
38429,Motorcycle,Partner Fleet
38437,Bicycle,Independent Driver
38441,Motorcycle,Independent Driver
38484,Motorcycle,Partner Fleet
38485,Bicycle,Independent Driver
38488,Bicycle,Independent Driver
38489,Bicycle,Independent Driver
38503,Motorcycle,Independent Driver
38511,Bicycle,Independent Driver
38529,Bicycle,Independent Driver
38536,Bicycle,Independent Driver
38546,Motorcycle,Partner Fleet
38548,Motorcycle,Independent Driver
38589,Motorcycle,Independent Driver
38595,Bicycle,Independent Driver
38598,Bicycle,Independent Driver
38627,Bicycle,Independent Driver
38636,Motorcycle,Independent Driver
38642,Bicycle,Independent Driver
38647,Motorcycle,Independent Driver
38650,Motorcycle,Independent Driver
38653,Motorcycle,Partner Fleet
38657,Bicycle,Independent Driver
38659,Bicycle,Independent Driver
38662,Motorcycle,Independent Driver
38685,Motorcycle,Independent Driver
38686,Motorcycle,Independent Driver
38694,Motorcycle,Partner Fleet
38702,Bicycle,Independent Driver
38718,Motorcycle,Independent Driver
38726,Motorcycle,Independent Driver
38737,Motorcycle,Independent Driver
38740,Bicycle,Independent Driver
38773,Bicycle,Independent Driver
38776,Motorcycle,Independent Driver
38777,Bicycle,Independent Driver
38780,Motorcycle,Independent Driver
38803,Motorcycle,Independent Driver
38813,Motorcycle,Independent Driver
38835,Motorcycle,Independent Driver
38838,Motorcycle,Independent Driver
38851,Motorcycle,Independent Driver
38864,Bicycle,Independent Driver
38887,Motorcycle,Independent Driver
38889,Bicycle,Independent Driver
38891,Bicycle,Independent Driver
38892,Bicycle,Independent Driver
38899,Motorcycle,Partner Fleet
38915,Motorcycle,Partner Fleet
38923,Motorcycle,Partner Fleet
38926,Motorcycle,Partner Fleet
38928,Motorcycle,Partner Fleet
38933,Bicycle,Independent Driver
38940,Bicycle,Independent Driver
38945,Motorcycle,Partner Fleet
38953,Motorcycle,Independent Driver
38958,Motorcycle,Partner Fleet
38961,Motorcycle,Independent Driver
38965,Motorcycle,Partner Fleet
38966,Motorcycle,Partner Fleet
38967,Motorcycle,Independent Driver
38972,Motorcycle,Partner Fleet
38975,Motorcycle,Independent Driver
38979,Motorcycle,Independent Driver
38989,Motorcycle,Partner Fleet
38997,Motorcycle,Independent Driver
39010,Motorcycle,Independent Driver
39022,Motorcycle,Partner Fleet
39032,Motorcycle,Independent Driver
39036,Motorcycle,Independent Driver
39037,Motorcycle,Independent Driver
39038,Bicycle,Independent Driver
39065,Motorcycle,Independent Driver
39079,Motorcycle,Independent Driver
39088,Motorcycle,Independent Driver
39091,Motorcycle,Partner Fleet
39129,Motorcycle,Independent Driver
39137,Bicycle,Independent Driver
39147,Motorcycle,Partner Fleet
39161,Motorcycle,Independent Driver
39220,Motorcycle,Partner Fleet
39229,Motorcycle,Partner Fleet
39260,Motorcycle,Partner Fleet
39277,Motorcycle,Partner Fleet
39283,Motorcycle,Partner Fleet
39292,Motorcycle,Independent Driver
39305,Motorcycle,Independent Driver
39311,Motorcycle,Independent Driver
39319,Motorcycle,Partner Fleet
39323,Motorcycle,Independent Driver
39325,Motorcycle,Independent Driver
39327,Motorcycle,Independent Driver
39329,Motorcycle,Partner Fleet
39360,Motorcycle,Independent Driver
39386,Bicycle,Independent Driver
39412,Motorcycle,Independent Driver
39423,Motorcycle,Partner Fleet
39430,Motorcycle,Partner Fleet
39444,Bicycle,Independent Driver
39458,Bicycle,Independent Driver
39467,Motorcycle,Independent Driver
39470,Bicycle,Independent Driver
39472,Motorcycle,Independent Driver
39489,Motorcycle,Independent Driver
39511,Motorcycle,Independent Driver
39515,Motorcycle,Independent Driver
39527,Motorcycle,Partner Fleet
39534,Motorcycle,Independent Driver
39543,Motorcycle,Independent Driver
39556,Motorcycle,Independent Driver
39575,Bicycle,Independent Driver
39597,Motorcycle,Independent Driver
39616,Motorcycle,Partner Fleet
39619,Motorcycle,Independent Driver
39679,Bicycle,Independent Driver
39685,Motorcycle,Independent Driver
39702,Bicycle,Independent Driver
39728,Bicycle,Independent Driver
39779,Motorcycle,Partner Fleet
39787,Motorcycle,Partner Fleet
39789,Motorcycle,Partner Fleet
39810,Bicycle,Independent Driver
39814,Bicycle,Independent Driver
39818,Motorcycle,Partner Fleet
39829,Motorcycle,Independent Driver
39840,Motorcycle,Independent Driver
39843,Motorcycle,Independent Driver
39846,Motorcycle,Independent Driver
39869,Motorcycle,Independent Driver
39887,Motorcycle,Independent Driver
39904,Bicycle,Independent Driver
39913,Motorcycle,Independent Driver
39937,Motorcycle,Independent Driver
39953,Bicycle,Independent Driver
39959,Motorcycle,Independent Driver
39991,Bicycle,Independent Driver
39996,Motorcycle,Independent Driver
40028,Bicycle,Independent Driver
40037,Motorcycle,Independent Driver
40041,Motorcycle,Independent Driver
40051,Motorcycle,Independent Driver
40069,Motorcycle,Partner Fleet
40118,Bicycle,Independent Driver
40130,Motorcycle,Independent Driver
40148,Bicycle,Independent Driver
40150,Motorcycle,Independent Driver
40156,Bicycle,Independent Driver
40165,Motorcycle,Independent Driver
40166,Bicycle,Independent Driver
40210,Motorcycle,Independent Driver
40244,Motorcycle,Independent Driver
40245,Motorcycle,Partner Fleet
40266,Motorcycle,Independent Driver
40283,Bicycle,Independent Driver
40298,Bicycle,Independent Driver
40312,Motorcycle,Partner Fleet
40325,Motorcycle,Independent Driver
40334,Motorcycle,Independent Driver
40336,Bicycle,Independent Driver
40365,Motorcycle,Independent Driver
40368,Bicycle,Independent Driver
40399,Bicycle,Independent Driver
40400,Bicycle,Independent Driver
40411,Bicycle,Independent Driver
40419,Motorcycle,Partner Fleet
40439,Motorcycle,Partner Fleet
40443,Motorcycle,Independent Driver
40445,Motorcycle,Independent Driver
40447,Bicycle,Independent Driver
40452,Bicycle,Independent Driver
40493,Motorcycle,Independent Driver
40499,Motorcycle,Partner Fleet
40504,Motorcycle,Independent Driver
40518,Motorcycle,Independent Driver
40526,Bicycle,Independent Driver
40531,Bicycle,Independent Driver
40535,Bicycle,Independent Driver
40548,Motorcycle,Partner Fleet
40556,Motorcycle,Independent Driver
40572,Motorcycle,Independent Driver
40601,Motorcycle,Independent Driver
40611,Motorcycle,Independent Driver
40629,Bicycle,Independent Driver
40636,Bicycle,Independent Driver
40650,Bicycle,Independent Driver
40656,Bicycle,Independent Driver
40666,Motorcycle,Independent Driver
40673,Motorcycle,Independent Driver
40676,Bicycle,Independent Driver
40681,Motorcycle,Independent Driver
40684,Bicycle,Independent Driver
40729,Motorcycle,Partner Fleet
40768,Bicycle,Independent Driver
40786,Motorcycle,Independent Driver
40814,Bicycle,Independent Driver
40842,Motorcycle,Independent Driver
40864,Motorcycle,Independent Driver
40885,Motorcycle,Partner Fleet
40901,Bicycle,Independent Driver
40906,Motorcycle,Independent Driver
40907,Motorcycle,Independent Driver
40908,Motorcycle,Partner Fleet
40910,Bicycle,Independent Driver
40911,Motorcycle,Independent Driver
40941,Motorcycle,Partner Fleet
40953,Motorcycle,Independent Driver
40955,Bicycle,Independent Driver
40966,Bicycle,Independent Driver
40972,Bicycle,Independent Driver
40974,Bicycle,Independent Driver
41020,Motorcycle,Independent Driver
41031,Motorcycle,Independent Driver
41047,Motorcycle,Independent Driver
41070,Motorcycle,Independent Driver
41072,Motorcycle,Independent Driver
41083,Bicycle,Independent Driver
41085,Motorcycle,Independent Driver
41096,Bicycle,Independent Driver
41108,Bicycle,Independent Driver
41114,Motorcycle,Partner Fleet
41115,Motorcycle,Independent Driver
41128,Motorcycle,Independent Driver
41129,Motorcycle,Independent Driver
41138,Motorcycle,Partner Fleet
41166,Motorcycle,Independent Driver
41183,Motorcycle,Independent Driver
41185,Bicycle,Independent Driver
41204,Bicycle,Independent Driver
41208,Bicycle,Independent Driver
41213,Bicycle,Independent Driver
41214,Bicycle,Independent Driver
